Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	embryonic digestive tract development (GO:0048566)	2/20	8.816218e-02	5.783547e-01	0	0	4.346720e+00	1.055635e+01	ID2;RARB
GO_Biological_Process_2021	endoplasmic reticulum calcium ion homeostasis (GO:0032469)	2/20	8.816218e-02	5.783547e-01	0	0	4.346720e+00	1.055635e+01	BCAP31;FIS1
GO_Biological_Process_2021	ganglioside metabolic process (GO:0001573)	2/20	8.816218e-02	5.783547e-01	0	0	4.346720e+00	1.055635e+01	ST8SIA3;ST8SIA4
GO_Biological_Process_2021	insulin secretion (GO:0030073)	2/20	8.816218e-02	5.783547e-01	0	0	4.346720e+00	1.055635e+01	ANXA1;PARK7
GO_Biological_Process_2021	positive regulation of dendrite morphogenesis (GO:0050775)	2/20	8.816218e-02	5.783547e-01	0	0	4.346720e+00	1.055635e+01	CUX2;CUX1
GO_Biological_Process_2021	regulation of myeloid cell differentiation (GO:0045637)	4/68	9.037482e-02	5.783547e-01	0	0	2.449093e+00	5.887104e+00	KAT2B;MEIS1;RBBP5;MEIS2
GO_Biological_Process_2021	positive regulation of protein localization to nucleus (GO:1900182)	4/68	9.037482e-02	5.783547e-01	0	0	2.449093e+00	5.887104e+00	HDAC3;SMAD3;PARK7;RAN
GO_Biological_Process_2021	cellular glucose homeostasis (GO:0001678)	3/43	9.206465e-02	5.783547e-01	0	0	2.936620e+00	7.004614e+00	PPARGC1A;SIRT1;FOXO1
GO_Biological_Process_2021	cellular response to retinoic acid (GO:0071300)	3/43	9.206465e-02	5.783547e-01	0	0	2.936620e+00	7.004614e+00	RORB;BRINP3;EPHA3
GO_Biological_Process_2021	DNA synthesis involved in DNA repair (GO:0000731)	3/43	9.206465e-02	5.783547e-01	0	0	2.936620e+00	7.004614e+00	RPA1;RPS27A;SIRT1
GO_Biological_Process_2021	cellular response to decreased oxygen levels (GO:0036294)	4/69	9.414564e-02	5.783547e-01	0	0	2.411290e+00	5.697668e+00	CPEB1;FAM162A;SIRT1;HIPK2
GO_Biological_Process_2021	autonomic nervous system development (GO:0048483)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	NRP1;EDNRB
GO_Biological_Process_2021	calcium-mediated signaling using intracellular calcium source (GO:0035584)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	BCAP31;FIS1
GO_Biological_Process_2021	regulation of cell-substrate junction assembly (GO:0090109)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	RHOA;EPHA3
GO_Biological_Process_2021	regulation of cholesterol metabolic process (GO:0090181)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	RAN;TTC39B
GO_Biological_Process_2021	cellular response to inorganic substance (GO:0071241)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	ADCY10;FOXO1
GO_Biological_Process_2021	error-prone translesion synthesis (GO:0042276)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	RPA1;RPS27A
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	SIRT1;HIPK2
GO_Biological_Process_2021	vacuolar acidification (GO:0007035)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	ATP6V0E1;PPT1
GO_Biological_Process_2021	neuron apoptotic process (GO:0051402)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	FAM162A;GAPDH
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	RPA1;GTF2H3
GO_Biological_Process_2021	nucleotide-excision repair, preincision complex stabilization (GO:0006293)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	RPA1;GTF2H3
GO_Biological_Process_2021	positive regulation of transcription regulatory region DNA binding (GO:2000679)	2/21	9.588684e-02	5.783547e-01	0	0	4.117734e+00	9.654384e+00	GTF2B;PARK7
GO_Biological_Process_2021	positive regulation of cold-induced thermogenesis (GO:0120162)	5/97	9.598140e-02	5.783547e-01	0	0	2.130874e+00	4.993918e+00	PRKAB2;HDAC3;ADIPOR2;PPARGC1A;DECR1
GO_Biological_Process_2021	hexose biosynthetic process (GO:0019319)	3/44	9.705772e-02	5.783547e-01	0	0	2.864848e+00	6.682112e+00	CRY1;PPARGC1A;GAPDH
GO_Biological_Process_2021	carbohydrate homeostasis (GO:0033500)	4/70	9.798977e-02	5.783547e-01	0	0	2.374633e+00	5.516018e+00	BACE2;CRY1;PARK7;ADIPOR2
GO_Biological_Process_2021	snRNA transcription by RNA polymerase II (GO:0042795)	4/70	9.798977e-02	5.783547e-01	0	0	2.374633e+00	5.516018e+00	POLR2B;GTF2B;PHAX;INTS9
GO_Biological_Process_2021	regulation of neuron apoptotic process (GO:0043523)	5/98	9.918803e-02	5.783547e-01	0	0	2.107853e+00	4.870695e+00	EPHA7;PPT1;PARK7;PPARGC1A;LGMN
GO_Biological_Process_2021	RNA splicing (GO:0008380)	5/98	9.918803e-02	5.783547e-01	0	0	2.107853e+00	4.870695e+00	SMU1;SF3B3;NRDE2;PPARGC1A;SRSF10
GO_Biological_Process_2021	negative regulation of neuron death (GO:1901215)	5/98	9.918803e-02	5.783547e-01	0	0	2.107853e+00	4.870695e+00	CHGA;PPT1;PARK7;PPARGC1A;LGMN
GO_Biological_Process_2021	cellular response to BMP stimulus (GO:0071773)	4/71	1.019061e-01	5.783547e-01	0	0	2.339071e+00	5.341745e+00	SMAD3;SMURF1;USP9Y;MAPK3
GO_Biological_Process_2021	snRNA transcription (GO:0009301)	4/71	1.019061e-01	5.783547e-01	0	0	2.339071e+00	5.341745e+00	POLR2B;GTF2B;PHAX;INTS9
GO_Biological_Process_2021	negative regulation of neuron apoptotic process (GO:0043524)	4/71	1.019061e-01	5.783547e-01	0	0	2.339071e+00	5.341745e+00	PPT1;PARK7;PPARGC1A;LGMN
GO_Biological_Process_2021	cellular response to growth factor stimulus (GO:0071363)	7/158	1.020530e-01	5.783547e-01	0	0	1.819419e+00	4.152393e+00	NRP1;GAREM1;SMAD3;ANXA1;PDE3A;CPNE3;LGMN
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	7/158	1.020530e-01	5.783547e-01	0	0	1.819419e+00	4.152393e+00	ATP6V0E1;MIOS;CASTOR2;LAMP2;SIRT1;FOXO1;MAPK3
GO_Biological_Process_2021	action potential (GO:0001508)	3/45	1.021583e-01	5.783547e-01	0	0	2.796493e+00	6.379450e+00	SRI;CACNA1G;YWHAH
GO_Biological_Process_2021	neural crest cell development (GO:0014032)	3/45	1.021583e-01	5.783547e-01	0	0	2.796493e+00	6.379450e+00	CDH2;SEMA6D;NRG1
GO_Biological_Process_2021	protein deacetylation (GO:0006476)	3/45	1.021583e-01	5.783547e-01	0	0	2.796493e+00	6.379450e+00	HDAC3;HDAC9;SIRT1
GO_Biological_Process_2021	error-free translesion synthesis (GO:0070987)	2/22	1.037956e-01	5.783547e-01	0	0	3.911647e+00	8.861178e+00	RPA1;RPS27A
GO_Biological_Process_2021	regulation of voltage-gated calcium channel activity (GO:1901385)	2/22	1.037956e-01	5.783547e-01	0	0	3.911647e+00	8.861178e+00	CACNB4;SRI
GO_Biological_Process_2021	mitochondrial calcium ion homeostasis (GO:0051560)	2/22	1.037956e-01	5.783547e-01	0	0	3.911647e+00	8.861178e+00	BCAP31;FIS1
GO_Biological_Process_2021	negative regulation of myeloid cell differentiation (GO:0045638)	2/22	1.037956e-01	5.783547e-01	0	0	3.911647e+00	8.861178e+00	MEIS1;MEIS2
GO_Biological_Process_2021	nucleotide-excision repair, DNA duplex unwinding (GO:0000717)	2/22	1.037956e-01	5.783547e-01	0	0	3.911647e+00	8.861178e+00	GTF2H3;RPS27A
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	25/764	1.040891e-01	5.783547e-01	0	0	1.336158e+00	3.023069e+00	BTG1;CTBP2;RTKN2;PPM1D;TOB1;RERG;SDCBP;RPS15A;FTH1;ZBTB7C;KCNH1;KSR1;RPL23;NRG1;SIRT1;POU3F2;MEIS2;RHOA;KAT2B;TIAM1;KITLG;MEIS1;GAREM1;ID2;LGMN
GO_Biological_Process_2021	cellular response to insulin stimulus (GO:0032869)	6/129	1.049981e-01	5.783547e-01	0	0	1.913400e+00	4.312445e+00	KAT2B;CPEB1;ATP6V0E1;ATP6AP1;HDAC9;FOXO1
GO_Biological_Process_2021	positive regulation of macromolecule biosynthetic process (GO:0010557)	6/129	1.049981e-01	5.783547e-01	0	0	1.913400e+00	4.312445e+00	RPL5;HSPH1;ABCB10;DNA2;RPL26;SIRT1
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	11/286	1.052247e-01	5.783547e-01	0	0	1.572597e+00	3.540950e+00	GNA13;TIAM1;MTCH2;FAM162A;MCF2;RASGRF2;ANO6;RPS27A;SIRT1;PPID;FOXO1
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	5/100	1.057607e-01	5.783547e-01	0	0	2.063264e+00	4.635281e+00	KLC2;MARCHF1;SEC24A;AP1S2;LGMN
GO_Biological_Process_2021	positive regulation of neurogenesis (GO:0050769)	4/72	1.058934e-01	5.783547e-01	0	0	2.304554e+00	5.174468e+00	TIAM1;CUX2;CUX1;RHOA
GO_Biological_Process_2021	positive regulation of secretion by cell (GO:1903532)	4/72	1.058934e-01	5.783547e-01	0	0	2.304554e+00	5.174468e+00	CADPS2;ATP6AP1;RAB5A;PPID
GO_Biological_Process_2021	regulation of cellular protein localization (GO:1903827)	3/46	1.073631e-01	5.783547e-01	0	0	2.731318e+00	6.095041e+00	GPC5;GPC6;NDEL1
GO_Biological_Process_2021	regulation of telomerase activity (GO:0051972)	3/46	1.073631e-01	5.783547e-01	0	0	2.731318e+00	6.095041e+00	NEK7;MAPKAPK5;MAPK3
GO_Biological_Process_2021	transcription-coupled nucleotide-excision repair (GO:0006283)	4/73	1.099505e-01	5.783547e-01	0	0	2.271038e+00	5.013828e+00	POLR2B;RPA1;RPS27A;GTF2H3
GO_Biological_Process_2021	positive regulation of JNK cascade (GO:0046330)	4/73	1.099505e-01	5.783547e-01	0	0	2.271038e+00	5.013828e+00	SDCBP;SH3RF2;MINK1;HIPK2
GO_Biological_Process_2021	cellular response to hypoxia (GO:0071456)	6/131	1.108487e-01	5.783547e-01	0	0	1.882591e+00	4.140927e+00	CPEB1;FAM162A;PSMB1;RPS27A;SIRT1;HIPK2
GO_Biological_Process_2021	membrane protein ectodomain proteolysis (GO:0006509)	2/23	1.118744e-01	5.783547e-01	0	0	3.725186e+00	8.159570e+00	BACE2;RBMX
GO_Biological_Process_2021	vesicle transport along microtubule (GO:0047496)	2/23	1.118744e-01	5.783547e-01	0	0	3.725186e+00	8.159570e+00	TRAK2;NDEL1
GO_Biological_Process_2021	negative regulation of reactive oxygen species metabolic process (GO:2000378)	2/23	1.118744e-01	5.783547e-01	0	0	3.725186e+00	8.159570e+00	ABCD2;PARK7
GO_Biological_Process_2021	nucleotide metabolic process (GO:0009117)	2/23	1.118744e-01	5.783547e-01	0	0	3.725186e+00	8.159570e+00	RNASEH2B;PARK7
GO_Biological_Process_2021	positive regulation of epithelial cell apoptotic process (GO:1904037)	2/23	1.118744e-01	5.783547e-01	0	0	3.725186e+00	8.159570e+00	GSN;ANO6
GO_Biological_Process_2021	positive regulation of histone acetylation (GO:0035066)	2/23	1.118744e-01	5.783547e-01	0	0	3.725186e+00	8.159570e+00	PPARGC1A;MAPK3
GO_Biological_Process_2021	regulation of synapse assembly (GO:0051963)	3/47	1.126690e-01	5.783547e-01	0	0	2.669106e+00	5.827460e+00	CUX2;SLITRK2;GPC6
GO_Biological_Process_2021	cellular response to amino acid starvation (GO:0034198)	4/74	1.140761e-01	5.783547e-01	0	0	2.238479e+00	4.859490e+00	ATP6V0E1;MIOS;CASTOR2;MAPK3
GO_Biological_Process_2021	double-strand break repair (GO:0006302)	7/164	1.178447e-01	5.783547e-01	0	0	1.749344e+00	3.740776e+00	POLB;BRIP1;RAD51C;MCM9;APLF;RPA1;DNA2
GO_Biological_Process_2021	base-excision repair (GO:0006284)	3/48	1.180727e-01	5.783547e-01	0	0	2.609658e+00	5.575415e+00	POLB;RPA1;DNA2
GO_Biological_Process_2021	establishment of protein localization to mitochondrion (GO:0072655)	3/48	1.180727e-01	5.783547e-01	0	0	2.609658e+00	5.575415e+00	BCAP31;FIS1;TOMM7
GO_Biological_Process_2021	positive regulation of blood vessel endothelial cell migration (GO:0043536)	3/48	1.180727e-01	5.783547e-01	0	0	2.609658e+00	5.575415e+00	ANXA1;HDAC9;SIRT1
GO_Biological_Process_2021	positive regulation of endocytosis (GO:0045807)	3/48	1.180727e-01	5.783547e-01	0	0	2.609658e+00	5.575415e+00	CALY;PPT1;ANO6
GO_Biological_Process_2021	response to amino acid starvation (GO:1990928)	4/75	1.182691e-01	5.783547e-01	0	0	2.206838e+00	4.711141e+00	ATP6V0E1;MIOS;CASTOR2;MAPK3
GO_Biological_Process_2021	nucleic acid phosphodiester bond hydrolysis (GO:0090305)	4/75	1.182691e-01	5.783547e-01	0	0	2.206838e+00	4.711141e+00	RPA1;DNA2;RPS27A;GTF2H3
GO_Biological_Process_2021	protein sialylation (GO:1990743)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ST8SIA3
GO_Biological_Process_2021	alpha-beta T cell differentiation (GO:0046632)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ANXA1
GO_Biological_Process_2021	amacrine cell differentiation (GO:0035881)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	RORB
GO_Biological_Process_2021	pyrimidine ribonucleotide metabolic process (GO:0009218)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	AK3
GO_Biological_Process_2021	atrial cardiac muscle cell membrane repolarization (GO:0099624)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	KCNN2
GO_Biological_Process_2021	auditory receptor cell morphogenesis (GO:0002093)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	WHRN
GO_Biological_Process_2021	auditory receptor cell stereocilium organization (GO:0060088)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	WHRN
GO_Biological_Process_2021	cardiac endothelial cell differentiation (GO:0003348)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	NRG1
GO_Biological_Process_2021	cardiac muscle cell myoblast differentiation (GO:0060379)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	NRG1
GO_Biological_Process_2021	regulation of circadian sleep/wake cycle (GO:0042749)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	PER3
GO_Biological_Process_2021	caveolin-mediated endocytosis (GO:0072584)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	MAPK3
GO_Biological_Process_2021	regulation of core promoter binding (GO:1904796)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	GTF2B
GO_Biological_Process_2021	regulation of cyclase activity (GO:0031279)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	MAPK3
GO_Biological_Process_2021	cellular response to antibiotic (GO:0071236)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	RPL23
GO_Biological_Process_2021	cellular response to cGMP (GO:0071321)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	PDE3A
GO_Biological_Process_2021	regulation of growth rate (GO:0040009)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	RFTN1
GO_Biological_Process_2021	regulation of histone H4-K16 acetylation (GO:2000618)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	SIRT1
GO_Biological_Process_2021	chromatin maintenance (GO:0070827)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	SIRT1
GO_Biological_Process_2021	regulation of miRNA catabolic process (GO:2000625)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	TENT2
GO_Biological_Process_2021	DNA ligation involved in DNA repair (GO:0051103)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	POLB
GO_Biological_Process_2021	regulation of plasma membrane organization (GO:1903729)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	GSN
GO_Biological_Process_2021	endocardial cell differentiation (GO:0060956)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	NRG1
GO_Biological_Process_2021	endothelin receptor signaling pathway (GO:0086100)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	EDNRB
GO_Biological_Process_2021	regulation of retinal ganglion cell axon guidance (GO:0090259)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	NRP1
GO_Biological_Process_2021	forebrain regionalization (GO:0021871)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	WNT2B
GO_Biological_Process_2021	fructose catabolic process (GO:0006001)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ALDH1A1
GO_Biological_Process_2021	fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate (GO:0061624)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ALDH1A1
GO_Biological_Process_2021	gamma-aminobutyric acid metabolic process (GO:0009448)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ALDH1A1
GO_Biological_Process_2021	response to cGMP (GO:0070305)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	PDE3A
GO_Biological_Process_2021	His-Purkinje system development (GO:0003164)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ID2
GO_Biological_Process_2021	ribose phosphate metabolic process (GO:0019693)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	RNASEH2B
GO_Biological_Process_2021	ribosome localization (GO:0033750)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	RAN
GO_Biological_Process_2021	Roundabout signaling pathway (GO:0035385)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	RHOA
GO_Biological_Process_2021	SA node cell to atrial cardiac muscle cell signaling (GO:0086018)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	CACNA1G
GO_Biological_Process_2021	intracellular distribution of mitochondria (GO:0048312)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ARMC1
GO_Biological_Process_2021	short-term memory (GO:0007614)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	CUX2
GO_Biological_Process_2021	L-methionine salvage from methylthioadenosine (GO:0019509)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	MRI1
GO_Biological_Process_2021	late endosome to lysosome transport (GO:1902774)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ARL8B
GO_Biological_Process_2021	lysosomal protein catabolic process (GO:1905146)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	LAMP2
GO_Biological_Process_2021	mannose trimming involved in glycoprotein ERAD pathway (GO:1904382)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	EDEM1
GO_Biological_Process_2021	membrane depolarization during AV node cell action potential (GO:0086045)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	CACNA1G
GO_Biological_Process_2021	membrane depolarization during SA node cell action potential (GO:0086046)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	CACNA1G
GO_Biological_Process_2021	tonic smooth muscle contraction (GO:0014820)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	EDNRA
GO_Biological_Process_2021	membrane repolarization during atrial cardiac muscle cell action potential (GO:0098914)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	KCNN2
GO_Biological_Process_2021	mitochondrial DNA repair (GO:0043504)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	DNA2
GO_Biological_Process_2021	ubiquitin-dependent glycoprotein ERAD pathway (GO:0097466)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	EDEM1
GO_Biological_Process_2021	ubiquitin-dependent SMAD protein catabolic process (GO:0030579)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	SMURF1
GO_Biological_Process_2021	mRNA 3'-end processing by stem-loop binding and cleavage (GO:0006398)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	CPSF2
GO_Biological_Process_2021	negative regulation of B cell differentiation (GO:0045578)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ID2
GO_Biological_Process_2021	negative regulation of cell volume (GO:0045794)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ANO6
GO_Biological_Process_2021	negative regulation of cGMP-mediated signaling (GO:0010754)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	PDE10A
GO_Biological_Process_2021	negative regulation of collateral sprouting (GO:0048671)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	DCC
GO_Biological_Process_2021	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001268)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	PARK7
GO_Biological_Process_2021	negative regulation of histone H4 acetylation (GO:0090241)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	SIRT1
GO_Biological_Process_2021	negative regulation of hydrogen peroxide-induced neuron death (GO:1903208)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	PARK7
GO_Biological_Process_2021	negative regulation of lipid transport (GO:0032369)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	FIS1
GO_Biological_Process_2021	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903377)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	PARK7
GO_Biological_Process_2021	peptidyl-cysteine S-nitrosylation (GO:0018119)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	GAPDH
GO_Biological_Process_2021	PML body organization (GO:0030578)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	HIPK2
GO_Biological_Process_2021	positive regulation of axon extension involved in axon guidance (GO:0048842)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	NRP1
GO_Biological_Process_2021	positive regulation of cAMP-dependent protein kinase activity (GO:2000481)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	SIRT1
GO_Biological_Process_2021	positive regulation of cardiac muscle contraction (GO:0060452)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	CHGA
GO_Biological_Process_2021	positive regulation of DNA demethylation (GO:1901537)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	OTUD4
GO_Biological_Process_2021	positive regulation of DNA ligation (GO:0051106)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	APLF
GO_Biological_Process_2021	positive regulation of macrophage proliferation (GO:0120041)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	MAPK3
GO_Biological_Process_2021	positive regulation of MHC class I biosynthetic process (GO:0045345)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	HSPH1
GO_Biological_Process_2021	positive regulation of myoblast proliferation (GO:2000288)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	MEIS2
GO_Biological_Process_2021	positive regulation of non-motile cilium assembly (GO:1902857)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	CEP135
GO_Biological_Process_2021	positive regulation of nucleobase-containing compound transport (GO:0032241)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	NRDE2
GO_Biological_Process_2021	positive regulation of prostaglandin biosynthetic process (GO:0031394)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	ANXA1
GO_Biological_Process_2021	positive regulation of RNA export from nucleus (GO:0046833)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	NRDE2
GO_Biological_Process_2021	protein deglycosylation involved in glycoprotein catabolic process (GO:0035977)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	EDEM1
GO_Biological_Process_2021	protein localization to membrane raft (GO:1903044)	1/5	1.189153e-01	5.783547e-01	0	0	9.767535e+00	2.079844e+01	RFTN1
GO_Biological_Process_2021	regulation of axon extension involved in axon guidance (GO:0048841)	2/24	1.201098e-01	5.783547e-01	0	0	3.555677e+00	7.535720e+00	NRP1;SEMA6D
GO_Biological_Process_2021	regulation of cell size (GO:0008361)	2/24	1.201098e-01	5.783547e-01	0	0	3.555677e+00	7.535720e+00	DEPTOR;RHOA
GO_Biological_Process_2021	regulation of ruffle assembly (GO:1900027)	2/24	1.201098e-01	5.783547e-01	0	0	3.555677e+00	7.535720e+00	ARHGAP24;NDEL1
GO_Biological_Process_2021	negative regulation of neuron differentiation (GO:0045665)	2/24	1.201098e-01	5.783547e-01	0	0	3.555677e+00	7.535720e+00	DISP3;CNTN4
GO_Biological_Process_2021	positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	2/24	1.201098e-01	5.783547e-01	0	0	3.555677e+00	7.535720e+00	SDCBP;HIPK2
GO_Biological_Process_2021	positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	2/24	1.201098e-01	5.783547e-01	0	0	3.555677e+00	7.535720e+00	SDCBP;HIPK2
GO_Biological_Process_2021	protein alpha-1,2-demannosylation (GO:0036508)	2/24	1.201098e-01	5.783547e-01	0	0	3.555677e+00	7.535720e+00	EDEM1;RPS27A
GO_Biological_Process_2021	regulation of neuron projection development (GO:0010975)	7/165	1.205937e-01	5.783547e-01	0	0	1.738183e+00	3.676827e+00	RETREG3;PRAG1;CDH2;DCC;DPYSL3;EPHA3;NDEL1
GO_Biological_Process_2021	regulation of stress-activated MAPK cascade (GO:0032872)	3/49	1.235709e-01	5.783547e-01	0	0	2.552795e+00	5.337742e+00	PER1;FOXO1;MAPK3
GO_Biological_Process_2021	response to hydrogen peroxide (GO:0042542)	3/49	1.235709e-01	5.783547e-01	0	0	2.552795e+00	5.337742e+00	ANXA1;PARK7;SIRT1
GO_Biological_Process_2021	organic substance transport (GO:0071702)	6/136	1.261818e-01	5.783547e-01	0	0	1.809717e+00	3.746170e+00	ABCD2;ABCD3;PPT1;FLVCR1;HIKESHI;SLC22A10
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	5/106	1.267114e-01	5.783547e-01	0	0	1.940094e+00	4.007930e+00	TIAM1;KSR1;MAPKAPK5;PARK7;RERG
