Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021__glucose homeostasis (GO:0042593),0.5470326999885791,1.3706756591648062,0.10217391304347827,0.4011044077788498,1.0,8/17,12.98%,CRY1;PPARGC1A;FOXO1;PARK7;ADIPOR2;SIRT1;BACE2;STAT3
prerank,Reactome_2022__Programmed Cell Death R-HSA-5357801,0.44337104425994817,1.366982460503076,0.06222222222222222,0.4076427161210034,1.0,16/48,16.90%,RPS27A;DCC;YWHAH;PSMB1;ARHGAP10;BCAP31;MAPK3;PPP3CC;SDCBP;GSN;STAT3;APIP;PSMB2;TFDP1;BID;APPL1
prerank,GO_Biological_Process_2021__negative regulation of cell migration (GO:0030336),-0.47102281197564116,-1.3665269419990873,0.08407871198568873,1.0,1.0,10/40,11.00%,DLC1;MCTP1;ACVR1C;PTPRK;MITF;DACH1;ROBO1;TMEFF2;DLG5;TPM1
prerank,GO_Biological_Process_2021__long-chain fatty acid metabolic process (GO:0001676),-0.586800569438956,-1.3642980505123798,0.11819887429643527,1.0,1.0,3/15,10.36%,ELOVL5;GPX1;ELOVL2
prerank,GO_Biological_Process_2021__nucleic acid phosphodiester bond hydrolysis (GO:0090305),0.5486249474190992,1.3640200506661297,0.09130434782608696,0.4122064204634805,1.0,8/17,18.84%,RPS27A;RPA1;GTF2H3;DNA2;MRE11;ERCC4;ERCC1;FBH1
prerank,GO_Biological_Process_2021__protein import (GO:0017038),0.5152824125822314,1.3633886977285656,0.09523809523809523,0.4109437345596151,1.0,14/23,16.90%,RANBP17;ABCD2;HIKESHI;ABCD3;LAMP2;ACBD5;NUP107;RAN;HEATR3;FIS1;IPO8;STAT3;NUP155;APPL1
prerank,GO_Biological_Process_2021__cellular calcium ion homeostasis (GO:0006874),-0.47852611887218494,-1.363181085234228,0.10278745644599303,1.0,1.0,18/38,24.66%,CAMK2D;RYR1;CALB1;CHRNA7;TRPC6;ADCY8;RMDN3;MCU;TRPC7;TRPC5;HTR2C;ATP2C2;CCDC47;MAIP1;MCUB;HERPUD1;SLC24A3;TMCO1
prerank,MSigDB_Hallmark_2020__KRAS Signaling Dn,-0.4943392383631322,-1.3617385462159075,0.0912280701754386,1.0,1.0,3/33,1.52%,GRID2;BMPR1B;RYR1
prerank,GO_Biological_Process_2021__synapse organization (GO:0050808),-0.5186139584560504,-1.361208026559154,0.1050656660412758,1.0,1.0,5/26,5.36%,PTPRD;LRRC4C;SDK1;CHRNA7;SEMA3E
prerank,GO_Biological_Process_2021__nucleotide-excision repair (GO:0006289),0.500449752299095,1.3593403939915858,0.0891304347826087,0.41763052175565724,1.0,7/24,7.52%,RPS27A;POLR2B;POLB;RPA1;GTF2H3;BRIP1;SIRT1
prerank,"Reactome_2022__Cell Cycle, Mitotic R-HSA-69278",0.3849001704609882,1.357898538731147,0.03926096997690531,0.4189156963422929,1.0,40/91,23.76%,RPS27A;PMEPA1;NEK7;PSMB1;FBXL18;H2AZ2;NUP210;MAPK3;MZT2B;ANAPC1;DNA2;NUP107;RAN;TMPO;CEP135;NDEL1;LIN9;H3-3B;LIN54;H2AZ1;PSMB2;H2BC5;NUP155;VRK2;TFDP1;CCP110;LPIN2;POLE2;TUBB4B;TUBG2;KMT5A;DCTN1;FBXL7;RBBP4;NUP85;NDC1;PSMA1;TUBGCP5;CENPE;UBE2D1
prerank,GO_Biological_Process_2021__cell-matrix adhesion (GO:0007160),-0.5339870271611425,-1.3562527509631428,0.113345521023766,1.0,1.0,4/22,5.10%,DLC1;PTPRK;CD63;LYPD5
prerank,GO_Biological_Process_2021__retinoid metabolic process (GO:0001523),0.5293916080250579,1.3550036104156067,0.09615384615384616,0.4231888939832013,1.0,3/20,4.48%,GPC5;GPC6;ALDH1A1
prerank,Reactome_2022__Diseases Of Metabolism R-HSA-5668914,0.4121730761216246,1.3505944302712867,0.06067961165048544,0.4311925135441131,1.0,11/62,11.82%,THSD4;GPC5;GPC6;RPS27A;CYP7B1;GBE1;B3GLCT;ADAMTS2;HEXB;GALNT3;FDX1
prerank,GO_Biological_Process_2021__protein stabilization (GO:0050821),0.4404993898077957,1.3491539040099638,0.06711409395973154,0.43210214155037324,1.0,10/39,9.88%,RPS7;PER3;RPL5;CREBL2;PPARGC1A;USP2;RPL23;PARK7;LAMP2;GAPDH
prerank,MSigDB_Hallmark_2020__Bile Acid Metabolism,0.48904164345901063,1.3469976609834498,0.10217391304347827,0.43483481547788405,1.0,12/27,21.50%,NR3C2;CYP7B1;ABCD2;ALDH1A1;PEX1;ABCD3;CAT;EFHC1;GNPAT;PFKM;ABCA1;ALDH8A1
prerank,KEGG_2021_Human__Cytokine-cytokine receptor interaction,-0.4882633598950699,-1.3455433514876936,0.10766423357664233,1.0,1.0,6/34,9.38%,IL2RA;BMPR1B;ACVR1C;GHR;TGFBR1;IL17D
prerank,GO_Biological_Process_2021__protein tetramerization (GO:0051262),-0.5613693244490346,-1.3433554820859321,0.12431444241316271,1.0,1.0,7/17,16.74%,RYR3;RYR1;USP16;HOMER1;TDO2;NUDT21;ALDH1A2
prerank,Reactome_2022__PCP/CE Pathway R-HSA-4086400,0.5249674004454046,1.3432721853308298,0.12658227848101267,0.44161446367826407,1.0,7/20,13.72%,RPS27A;PSMB1;RHOA;SMURF1;FZD6;AP2S1;PSMB2
prerank,Reactome_2022__Transcriptional Regulation By Small RNAs R-HSA-5578749,0.509411338291058,1.337408264036658,0.12526096033402923,0.4536116836190117,1.0,11/21,15.78%,POLR2B;H2AZ2;NUP210;NUP107;RAN;H3-3B;IPO8;H2AZ1;H2BC5;NUP155;POLR2I
prerank,GO_Biological_Process_2021__Wnt signaling pathway (GO:0016055),0.5088458645308197,1.33466568346611,0.125,0.458276612087584,1.0,9/19,20.02%,RPS27A;WNT2B;FZD6;CCDC88C;NXN;ZRANB1;WNT3;VPS26A;VPS29
prerank,KEGG_2021_Human__Longevity regulating pathway,0.5286634829113926,1.333978015471519,0.13725490196078433,0.45732271576927414,1.0,7/18,11.56%,PPARGC1A;FOXO1;ADIPOR2;SIRT1;PRKAB2;CAT;KRAS
prerank,Reactome_2022__RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,0.5382572596591241,1.3328398210023262,0.12418300653594772,0.45785195490018904,1.0,7/17,15.78%,POLR2B;GTF2B;PHAX;INTS9;INTS2;ZNF143;POLR2I
prerank,Reactome_2022__Olfactory Signaling Pathway R-HSA-381753,-0.5553501432192619,-1.3327097560056973,0.14232209737827714,1.0,1.0,2/17,6.70%,GNAL;ADCY8
prerank,GO_Biological_Process_2021__fatty acid beta-oxidation (GO:0006635),0.5486989147420887,1.3292506925301129,0.13808463251670378,0.4648052673110452,1.0,6/16,10.88%,ECHDC2;ABCD2;DECR1;ABCD3;HADHB;HADHA
prerank,GO_Biological_Process_2021__nitrogen compound transport (GO:0071705),-0.5243498497963156,-1.3272001480841507,0.1364522417153996,1.0,1.0,4/21,8.98%,LRP1B;SLC35F3;KIF3A;SLC6A6
prerank,Reactome_2022__Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,-0.4917741137146843,-1.3269560176469193,0.1219047619047619,1.0,1.0,13/32,15.96%,GNAL;CAMK2D;GRIK4;ERBB4;NEFL;LIN7C;GNG2;ADCY8;GABRG3;GNG7;GRIN3A;GRIK3;PRKCG
prerank,Reactome_2022__Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,0.5469594940911897,1.326852190947792,0.148068669527897,0.46852121167761085,1.0,4/15,10.52%,PPARGC1A;HDAC3;LIN9;MED10
prerank,Reactome_2022__Peptide Ligand-Binding Receptors R-HSA-375276,0.45423828007681843,1.326637614425749,0.10262008733624454,0.4663287981722121,1.0,3/31,2.46%,EDNRA;EDNRB;ANXA1
prerank,KEGG_2021_Human__Cholinergic synapse,-0.5400852153525111,-1.3250777288683302,0.13518886679920478,1.0,1.0,6/18,9.72%,CAMK2D;CHRNA7;ITPR2;GNG2;ADCY8;GNG7
prerank,GO_Biological_Process_2021__cellular response to metal ion (GO:0071248),-0.46794358629082294,-1.3250367732961765,0.1111111111111111,1.0,1.0,17/35,22.98%,CAMK2D;RYR3;ADGRV1;RYR1;SYT2;SYT12;ADCY8;SYT10;SYT17;SYT5;CPNE9;JUN;GPLD1;CPNE7;CPNE4;EGFR;SYT9
prerank,Reactome_2022__DNA Repair R-HSA-73894,0.41352509565684664,1.324751350684796,0.06437768240343347,0.4686119279247276,1.0,23/53,19.66%,RPS27A;POLR2B;H2AZ2;GTF2H3;BRIP1;RAD51C;DNA2;TOPBP1;DCLRE1C;MRE11;ERCC4;RBBP8;H2AZ1;TDP2;FANCI;H2BC5;POLR2I;EYA4;RNF8;POLE2;ERCC1;LRIG3;XRCC4
prerank,Reactome_2022__Transcriptional Regulation By RUNX2 R-HSA-8878166,0.46781057121394287,1.3224954837136265,0.11040339702760085,0.471506280329685,1.0,7/29,8.02%,RPS27A;PPM1D;PSMB1;PPARGC1A;MAPK3;SMURF1;HDAC3
prerank,KEGG_2021_Human__Cellular senescence,0.4506092480587062,1.3208043562266056,0.11013215859030837,0.4726816319018159,1.0,12/34,11.92%,FOXO1;MAPK3;PPP3CC;SIRT1;PPID;SMAD3;HIPK2;LIN9;HIPK1;MRE11;KRAS;LIN54
prerank,Reactome_2022__MAPK6/MAPK4 Signaling R-HSA-5687128,0.5016428824420331,1.3206150153761105,0.12608695652173912,0.47046782672870613,1.0,13/22,26.62%,RPS27A;PSMB1;FOXO1;MAPKAPK5;CDC42EP3;PSMB2;MAPK6;HSPB1;DNAJB1;PSMA1;PSME4;MAPK4;PSMA5
prerank,Reactome_2022__Cell-Cell Communication R-HSA-1500931,-0.5030938148428306,-1.319167363174651,0.11934900542495479,1.0,1.0,8/27,10.48%,PARD3;SDK1;SKAP2;CDH13;PARVB;CDH4;NCK1;CDH6
prerank,GO_Biological_Process_2021__protein maturation (GO:0051604),-0.5373566690515307,-1.3185940571995853,0.15083798882681565,1.0,1.0,9/19,26.68%,PCSK6;HSPD1;ADAMTS3;PCSK5;CIAO2B;TSPAN14;ADAM19;ISCA1;APH1B
prerank,GO_Biological_Process_2021__protein modification process (GO:0036211),0.5399002591437307,1.3180387232526793,0.1368421052631579,0.47457150075323046,1.0,6/15,16.56%,PHKA2;ST8SIA4;PLOD2;UBA3;UBL5;SERP1
prerank,KEGG_2021_Human__Natural killer cell mediated cytotoxicity,0.5394972511743681,1.3162120879525239,0.15702479338842976,0.47685338928192594,1.0,6/16,19.40%,MAPK3;PPP3CC;KRAS;VAV3;BID;IFNAR1
prerank,GO_Biological_Process_2021__snRNA transcription by RNA polymerase II (GO:0042795),0.5399066162054115,1.3123839425018642,0.12967032967032968,0.48416167010836714,1.0,7/16,15.78%,POLR2B;GTF2B;PHAX;INTS9;INTS2;ZNF143;POLR2I
prerank,GO_Biological_Process_2021__cellular response to hypoxia (GO:0071456),0.43912276300903585,1.3121796868305842,0.1292517006802721,0.48201892890406417,1.0,17/36,26.74%,RPS27A;PSMB1;SIRT1;HIPK2;CPEB1;FAM162A;STOX1;PSMB2;AK4;OPRD1;EGLN3;RGCC;PSMA1;PSME4;MDM2;PSMA5;EPAS1
prerank,Reactome_2022__Transmission Across Chemical Synapses R-HSA-112315,-0.454254540248673,-1.3107642488901645,0.12750455373406194,1.0,1.0,15/42,15.96%,GNAL;CAMK2D;GRIK4;ERBB4;NEFL;SLC1A2;LIN7C;GNG2;ADCY8;GABRG3;GNG7;GLUL;GRIN3A;GRIK3;PRKCG
prerank,MSigDB_Hallmark_2020__UV Response Up,-0.4391216963563341,-1.3100029449915023,0.09444444444444444,1.0,1.0,6/43,8.48%,PTPRD;HNRNPU;PARP2;DDX21;NPTX2;HSPA13
prerank,GO_Biological_Process_2021__cellular response to decreased oxygen levels (GO:0036294),0.5033159509194891,1.3095034466986322,0.13513513513513514,0.48574140653656317,1.0,8/20,19.98%,SIRT1;HIPK2;CPEB1;FAM162A;AK4;OPRD1;EGLN3;RGCC
prerank,KEGG_2021_Human__PI3K-Akt signaling pathway,-0.41937971432241566,-1.3074234558837803,0.10175438596491228,1.0,1.0,12/68,9.72%,IL2RA;LAMA2;HSP90AA1;FGF9;MET;GHR;ERBB4;FGFR2;GYS1;GNG2;LAMA3;GNG7
prerank,GO_Biological_Process_2021__intracellular protein transport (GO:0006886),0.4039826357095892,1.3072690048676774,0.08390022675736962,0.48901366835194837,1.0,26/59,18.60%,YWHAH;RANBP17;RAB5A;HIKESHI;SMURF1;TRAK2;LAMP2;NUP107;RAN;TBC1D2B;HEATR3;ARL4A;STAM;SURF4;TBC1D9B;IPO8;STAT3;NUP155;GIPC1;APPL1;TBC1D4;VPS26A;SAR1B;SNX31;DNAJC27;RAB5B
prerank,"Reactome_2022__Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",0.35484357810699035,1.3066291422334313,0.02857142857142857,0.48796133460001295,1.0,41/132,16.62%,PDZD2;PRAG1;YWHAH;RHOBTB1;TIAM1;GNA13;ARHGAP10;MCF2;OSBPL11;RBMX;ARHGAP24;BCAP31;H2AZ2;MAPK3;TMOD3;RHOA;RASGRF2;ATP6AP1;TRAK2;SENP1;ABCD3;ACBD5;NUP107;CDC42EP3;PGRMC2;WASF2;TMPO;NDEL1;KLKB1;H3-3B;STAM;TPM4;H2AZ1;ARMCX3;MYL12B;VAV3;H2BC5;RNF20;VRK2;CCP110;EMC3
prerank,KEGG_2021_Human__cAMP signaling pathway,0.42579464148883484,1.3039785002904942,0.09282700421940929,0.49202468206332606,1.0,8/41,7.92%,PDE3A;VIPR2;EDNRA;TIAM1;ADCY10;MAPK3;RHOA;PDE10A
prerank,GO_Biological_Process_2021__brain development (GO:0007420),-0.47086594008991023,-1.3023453404933933,0.11678832116788321,1.0,1.0,6/32,6.96%,ROBO2;CA10;SOX6;JHY;DSCAML1;PHF8
prerank,GO_Biological_Process_2021__negative regulation of neuron death (GO:1901215),0.5230024334985911,1.3012638232886518,0.13692946058091288,0.4969313917816453,1.0,5/18,8.42%,CHGA;PPARGC1A;PARK7;LGMN;PPT1
prerank,GO_Biological_Process_2021__cellular response to DNA damage stimulus (GO:0006974),0.3912970393911711,1.300872736215443,0.08705357142857142,0.49536265921477707,1.0,27/66,18.84%,CRY1;FOXO1;MCM9;MAPK3;POLB;RBBP5;RPA1;GTF2H3;RAD51C;PARK7;SIRT1;NRDE2;TOPBP1;APLF;MRE11;WDHD1;ERCC4;RBBP8;VAV3;RNF169;FBXO31;BID;RNF8;POLE2;SETD7;ERCC1;FBH1
prerank,GO_Biological_Process_2021__negative regulation of gene expression (GO:0010629),0.39193816128721587,1.3006049646000193,0.06698564593301436,0.4933830580929474,1.0,17/62,17.04%,HDAC9;KAT2B;PPM1D;RPS13;ID2;DIP2A;TOB1;PARK7;LGMN;SIRT1;GAPDH;TWSG1;STOX1;CNOT7;NOTCH2;CRKL;OPRD1
prerank,GO_Biological_Process_2021__positive regulation of macromolecule biosynthetic process (GO:0010557),0.4712137527637864,1.2984782316994163,0.11363636363636363,0.49625485540118014,1.0,6/27,7.52%,RPL26;RPL5;HSPH1;ABCB10;DNA2;SIRT1
prerank,GO_Biological_Process_2021__protein dephosphorylation (GO:0006470),-0.4811787326645384,-1.298463268736665,0.14671814671814673,1.0,1.0,4/29,6.82%,PTPRD;PTPRK;PTPRM;NCK1
prerank,KEGG_2021_Human__Insulin signaling pathway,0.5391814204933988,1.2973283720392614,0.14285714285714285,0.4963113848307434,1.0,6/15,11.56%,PHKA2;PPARGC1A;FOXO1;MAPK3;PRKAB2;KRAS
prerank,Reactome_2022__S Phase R-HSA-69242,0.45743878401320964,1.2958622413489145,0.13304721030042918,0.49743089381690064,1.0,10/30,17.88%,RPS27A;PMEPA1;PSMB1;ANAPC1;DNA2;LIN9;LIN54;PSMB2;TFDP1;POLE2
prerank,KEGG_2021_Human__Neuroactive ligand-receptor interaction,-0.410998275530357,-1.2953811020939772,0.12033898305084746,1.0,1.0,17/69,15.92%,GRID2;PARD3;ADORA1;GRIK4;CHRNA7;RXFP1;GHR;GRM8;GABRG3;ADCYAP1R1;OPRM1;HRH1;HTR2C;GRIN3A;GLP2R;GRIK3;GRM4
prerank,GO_Biological_Process_2021__protein modification by small protein removal (GO:0070646),0.40884116696106054,1.294428781146637,0.09929078014184398,0.4988324321252189,1.0,18/55,16.22%,RPS27A;KAT2B;USP9Y;PSMB1;USP38;USP2;OTUD4;POLB;RHOA;SENP1;SMAD3;USP30;STAM;PSMB2;ZRANB1;OTUD5;ABRAXAS2;CCP110
prerank,GO_Biological_Process_2021__positive regulation of cellular component biogenesis (GO:0044089),0.48295404252591917,1.2936769046570649,0.1288056206088993,0.49827522780358585,1.0,12/25,19.98%,CHGA;SYNPO2;NRG1;PARK7;SDCBP;SMAD3;STAM;CX3CL1;BID;LIMK1;ERCC1;RGCC
prerank,GO_Biological_Process_2021__negative regulation of growth (GO:0045926),0.46739162442230875,1.2916628596399387,0.14222222222222222,0.5008790244407624,1.0,7/25,9.00%,RERG;PSRC1;CCDC85B;BTG1;SIRT1;PPT1;SMAD3
prerank,GO_Biological_Process_2021__regulated exocytosis (GO:0045055),-0.44009179698503664,-1.289701603052927,0.12237762237762238,1.0,1.0,13/43,19.50%,PHACTR2;SYT2;CD63;SYT12;SYT10;F5;LHFPL2;SYT17;SYT5;ENDOD1;STEAP2;TGFB2;SNAP25
prerank,GO_Biological_Process_2021__regulation of Notch signaling pathway (GO:0008593),0.5452755079578187,1.2877511090935803,0.15848214285714285,0.508373529017307,1.0,5/15,13.14%,KAT2B;PRAG1;MAML3;STAT3;POGLUT1
prerank,GO_Biological_Process_2021__DNA metabolic process (GO:0006259),0.43045629454922074,1.287700350987491,0.09808102345415778,0.5059193350841241,1.0,13/41,12.42%,RPS27A;POLB;RPA1;GTF2H3;RAD51C;PARK7;DNA2;TOPBP1;RAN;MRE11;WDHD1;ERCC4;RBBP8
prerank,Reactome_2022__P75 NTR Receptor-Mediated Signaling R-HSA-193704,0.47787054768790155,1.2873269522246489,0.129979035639413,0.5042992448595649,1.0,7/24,8.02%,RPS27A;TIAM1;GNA13;MCF2;RHOA;RASGRF2;HDAC3
prerank,Reactome_2022__Signaling By Rho GTPases R-HSA-194315,0.3518327198502018,1.2872874574279805,0.03864734299516908,0.501855511706082,1.0,40/129,16.62%,PDZD2;PRAG1;YWHAH;RHOBTB1;TIAM1;GNA13;ARHGAP10;MCF2;OSBPL11;RBMX;ARHGAP24;BCAP31;H2AZ2;MAPK3;TMOD3;RHOA;RASGRF2;ATP6AP1;SENP1;ABCD3;ACBD5;NUP107;CDC42EP3;PGRMC2;WASF2;TMPO;NDEL1;KLKB1;H3-3B;STAM;TPM4;H2AZ1;ARMCX3;MYL12B;VAV3;H2BC5;RNF20;VRK2;CCP110;EMC3
prerank,Reactome_2022__Mitotic Prophase R-HSA-68875,0.4698766140107765,1.28634815438911,0.14192139737991266,0.5016470817833183,1.0,15/27,22.08%,NEK7;H2AZ2;NUP210;MAPK3;NUP107;TMPO;H3-3B;H2AZ1;H2BC5;NUP155;VRK2;LPIN2;KMT5A;NUP85;NDC1
prerank,Reactome_2022__Intrinsic Pathway For Apoptosis R-HSA-109606,0.5278823318948402,1.2855288624830072,0.18487394957983194,0.5010390006526556,1.0,7/15,15.86%,YWHAH;MAPK3;PPP3CC;STAT3;APIP;TFDP1;BID
prerank,Reactome_2022__Signaling By FGFR In Disease R-HSA-1226099,0.5311451227287289,1.2852772577179195,0.17607223476297967,0.49909758840545854,1.0,2/16,0.78%,CUX1;POLR2B
prerank,GO_Biological_Process_2021__antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),0.513442274205672,1.2839582170946604,0.15384615384615385,0.49991792728955003,1.0,7/17,17.38%,MARCHF1;SEC24A;LGMN;KLC2;AP1S2;AP2S1;SAR1B
prerank,Reactome_2022__Synthesis Of DNA R-HSA-69239,0.49428361759399364,1.282817020233217,0.16155419222903886,0.5007161771448354,1.0,4/20,6.90%,RPS27A;PSMB1;ANAPC1;DNA2
prerank,Reactome_2022__Cell-cell Junction Organization R-HSA-421270,-0.5424720033274864,-1.282137333040063,0.1648148148148148,1.0,1.0,5/16,10.48%,PARD3;SDK1;CDH13;CDH4;CDH6
prerank,Reactome_2022__M Phase R-HSA-68886,0.38258769505970414,1.280922855098279,0.09049773755656108,0.5030055806694448,1.0,32/72,23.76%,RPS27A;PMEPA1;NEK7;PSMB1;H2AZ2;NUP210;MAPK3;MZT2B;ANAPC1;NUP107;RAN;TMPO;CEP135;NDEL1;H3-3B;H2AZ1;PSMB2;H2BC5;NUP155;VRK2;CCP110;LPIN2;TUBB4B;TUBG2;KMT5A;DCTN1;NUP85;NDC1;PSMA1;TUBGCP5;CENPE;UBE2D1
prerank,GO_Biological_Process_2021__ribosomal large subunit biogenesis (GO:0042273),0.5153995506296312,1.2808144589749526,0.1688888888888889,0.5008247875960483,1.0,6/16,9.52%,RPL26;RPL5;NSA2;RPL10;RPL7A;HEATR3
prerank,KEGG_2021_Human__Gap junction,-0.5037835170114613,-1.2792606802094069,0.15769944341372913,1.0,1.0,9/20,18.22%,PRKG1;ITPR2;TUBB2A;PRKG2;ADCY8;HTR2C;MAP3K2;PRKCG;PDGFD
prerank,GO_Biological_Process_2021__positive regulation of neuron projection development (GO:0010976),0.467946646800013,1.278652487648566,0.1540130151843818,0.5036998796831689,1.0,12/25,19.68%,CUX2;RETREG3;EPHA3;DPYSL3;PRKD1;SCN1B;PTN;CX3CL1;ZDHHC15;BMP5;CAPRIN1;RIT2
prerank,GO_Biological_Process_2021__cellular response to peptide hormone stimulus (GO:0071375),0.4801552415672936,1.2777962880839662,0.14847161572052403,0.5035382292671731,1.0,7/21,17.08%,HDAC9;KAT2B;FOXO1;CPEB1;INSIG2;LPIN2;TBC1D4
prerank,GO_Biological_Process_2021__positive regulation of neurogenesis (GO:0050769),-0.5237595897780359,-1.2777759245454472,0.16573556797020483,1.0,1.0,3/18,2.52%,PTPRD;ROBO2;PLXNA4
prerank,MSigDB_Hallmark_2020__heme Metabolism,0.41035126123934956,1.2762893950946521,0.11208791208791209,0.5050579796900493,1.0,13/45,11.36%,KAT2B;NEK7;SPTB;CROCCP2;MKRN1;TRAK2;SDCBP;LAMP2;CCDC28A;NFE2L1;FECH;FTCD;CAT
prerank,GO_Biological_Process_2021__fatty acid catabolic process (GO:0009062),0.4868357669005429,1.2758096001811914,0.1561771561771562,0.5039476217076088,1.0,7/22,10.88%,ECHDC2;ABCD2;DECR1;ABCD3;ACBD5;HADHB;HADHA
prerank,Reactome_2022__Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,0.40362090571667225,1.2736428943256703,0.10239651416122005,0.5071075963520022,1.0,4/45,2.46%,EDNRA;CHGA;EDNRB;ANXA1
prerank,Reactome_2022__Extra-nuclear Estrogen Signaling R-HSA-9009391,-0.5428823357377494,-1.2731134341801114,0.18853974121996303,1.0,1.0,5/15,9.72%,HSP90AA1;KCNH8;GNG2;ESR1;GNG7
prerank,KEGG_2021_Human__Alcoholism,0.46276308965127166,1.2720561695716237,0.13559322033898305,0.5087885405322925,1.0,9/27,17.78%,HDAC9;H2AZ2;MAPK3;HDAC3;KRAS;H3-3B;H2AZ1;H2BC5;MAOB
prerank,GO_Biological_Process_2021__regulation of transcription by RNA polymerase II (GO:0006357),0.3050635967656284,1.2692908947748438,0.014970059880239521,0.5137088840902565,1.0,87/381,16.08%,CUX1;RORB;CUX2;HDAC9;RPS27A;KAT2B;RPS14;NFIB;NR3C2;ZFPM2;RFX2;GLIS3;PPM1D;PER3;EDNRB;ZBTB7C;ID2;HSF2;ZNF451;CRY1;RARB;PPARGC1A;IRF2BPL;RBMX;FOXO1;USP2;HBP1;MAPK3;ZHX2;MEIS2;FOXP2;JDP2;ZNF684;SP4;GTF2H3;BRIP1;ZNF566;RPL23;PARK7;SDCBP;SENP1;CGGBP1;RPL10;MEIS1;POU3F2;TOX4;SIRT1;CTBP2;ZNF507;TET3;HDAC3;PPID;ZNF439;PER1;SMAD3;HIPK2;NFE2L1;PGBD1;ARID3A;LIN9;MED10;CTCF;PRKD1;GABPA;MAML3;KDM3A;RBBP8;ZNF43;H2AZ1;ZFP2;MYNN;STAT3;HIVEP2;ZNF391;ZNF354C;ZNF589;CX3CL1;SIN3A;ASXL3;ZNF143;PLAGL1;MTF1;TSHZ1;ZFP14;TFDP1;PCGF6;ZNF302
prerank,GO_Biological_Process_2021__regulation of mitotic cell cycle phase transition (GO:1901990),0.43578214256215236,1.2690853609326225,0.13865546218487396,0.511785015859946,1.0,17/35,24.80%,RPS27A;ID2;PSMB1;ANAPC1;CEP135;PSMB2;KCNH5;CCP110;APPL1;CDC14B;TUBB4B;RGCC;DCTN1;PSMA1;CENPE;UBE2D1;PSME4
prerank,GO_Biological_Process_2021__neuron projection morphogenesis (GO:0048812),0.46504360437952136,1.2662168734735777,0.14375,0.5168353650740971,1.0,6/27,5.80%,CCK;DCC;SLITRK2;CNTN4;DIP2A;MINK1
prerank,KEGG_2021_Human__FoxO signaling pathway,0.45922695695211985,1.2657620381265764,0.1561712846347607,0.5155371328586266,1.0,9/26,12.98%,FOXO1;MAPK3;SIRT1;PRKAB2;CCNG2;SMAD3;CAT;KRAS;STAT3
prerank,GO_Biological_Process_2021__regulation of signal transduction (GO:0009966),-0.41959417921588854,-1.2623294765743849,0.11985688729874776,1.0,1.0,18/48,19.30%,RUNX1;CHRNA7;FGFR2;CD63;RGS12;NCK1;RGS20;KCTD8;ESR1;GNG7;HOMER1;WWTR1;GRK5;USP20;ACVR1;SEMA5A;TRIM5;DHRS3
prerank,GO_Biological_Process_2021__protein deubiquitination (GO:0016579),0.4022525164347091,1.2618578906359454,0.12322274881516587,0.523723313560402,1.0,17/52,16.22%,RPS27A;KAT2B;USP9Y;PSMB1;USP38;USP2;OTUD4;POLB;RHOA;SMAD3;USP30;STAM;PSMB2;ZRANB1;OTUD5;ABRAXAS2;CCP110
prerank,Reactome_2022__Metabolism Of Steroids R-HSA-8957322,0.4394880889810091,1.2597574284353208,0.15265486725663716,0.5272260699681017,1.0,12/33,17.38%,CYP7B1;CHGA;SEC24A;LGMN;HSD11B2;RAN;LIN9;INSIG2;FDX1;ABCC3;SRD5A1;SAR1B
prerank,Reactome_2022__Regulation Of RUNX2 Expression And Activity R-HSA-8939902,0.48224742744517135,1.259343559303387,0.16560509554140126,0.5259880418814855,1.0,4/20,5.94%,RPS27A;PSMB1;PPARGC1A;SMURF1
prerank,Reactome_2022__Gene Silencing By RNA R-HSA-211000,0.44693478548765386,1.2592563148077938,0.18736383442265794,0.5237586252426295,1.0,13/29,15.90%,POLR2B;H2AZ2;NUP210;TDRD9;NUP107;RAN;H3-3B;IPO8;H2AZ1;H2BC5;NUP155;POLR2I;MOV10L1
prerank,GO_Biological_Process_2021__proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.40076826889585504,1.2590405888190048,0.12951167728237792,0.5219272920557201,1.0,23/52,24.80%,RPS27A;PSMB1;FBXL18;SMURF1;ANAPC1;SIRT1;EDEM1;KBTBD6;FEM1C;HSP90B1;PSMB2;FBXO31;AREL1;DNAJC18;FBXO38;NFE2L2;FBXL7;MAEA;PSMA1;UBE2D1;NSFL1C;FBXO2;PSME4
prerank,Reactome_2022__FBXL7 Down-Regulates AURKA During Mitotic Entry And In Early Mitosis R-HSA-8854050,0.5230017001218408,1.2567410455349728,0.19264069264069264,0.5255651031229126,1.0,3/15,4.18%,RPS27A;PSMB1;FBXL18
prerank,GO_Biological_Process_2021__dephosphorylation (GO:0016311),-0.47283299069662277,-1.255769306614166,0.17234848484848486,1.0,1.0,3/29,3.70%,PTPRD;PTPRK;PTPRM
