Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_Pathways_2024	Signaling by Rho GTPases	26/672	1.904467e-02	2.585594e-01	0	0	1.600907e+00	6.341140e+00	NUP107;ABCD3;RASGRF2;OSBPL11;RHOBTB1;GNA13;KLC2;PGRMC2;WASF2;TMPO;NDEL1;YWHAH;MAPK3;BCAP31;H2AZ2;ACBD5;ATP6AP1;MCF2;TMOD3;RHOA;ARHGAP24;SENP1;ARHGAP10;TIAM1;CDC42EP3;RBMX
Reactome_Pathways_2024	Regulation of TP53 Activity	9/160	1.942383e-02	2.606407e-01	0	0	2.348781e+00	9.257146e+00	PRKAB2;BRIP1;USP2;RPA1;MAPKAPK5;DNA2;TOPBP1;RPS27A;HIPK2
Reactome_Pathways_2024	Axonal Growth Inhibition (RHOA Activation)	2/9	1.998750e-02	2.651215e-01	0	0	1.118359e+01	4.375746e+01	MCF2;RHOA
Reactome_Pathways_2024	Impaired BRCA2 Binding to PALB2	3/24	2.128431e-02	2.791147e-01	0	0	5.599023e+00	2.155504e+01	BRIP1;RAD51C;DNA2
Reactome_Pathways_2024	Negative Regulation of MAPK Pathway	4/43	2.208332e-02	2.863388e-01	0	0	4.024194e+00	1.534398e+01	KSR1;RPS27A;MAPK3;PTPN3
Reactome_Pathways_2024	Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function	3/25	2.374801e-02	2.864096e-01	0	0	5.344247e+00	1.998886e+01	BRIP1;RAD51C;DNA2
Reactome_Pathways_2024	Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc	3/25	2.374801e-02	2.864096e-01	0	0	5.344247e+00	1.998886e+01	BRIP1;RAD51C;DNA2
Reactome_Pathways_2024	Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function	3/25	2.374801e-02	2.864096e-01	0	0	5.344247e+00	1.998886e+01	BRIP1;RAD51C;DNA2
Reactome_Pathways_2024	Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function	3/25	2.374801e-02	2.864096e-01	0	0	5.344247e+00	1.998886e+01	BRIP1;RAD51C;DNA2
Reactome_Pathways_2024	Glycogen Metabolism	3/25	2.374801e-02	2.864096e-01	0	0	5.344247e+00	1.998886e+01	GBE1;RPS27A;PHKA2
Reactome_Pathways_2024	Mitochondrial RNA Degradation	3/25	2.374801e-02	2.864096e-01	0	0	5.344247e+00	1.998886e+01	MT-CO2;MT-CYB;MT-ND3
Reactome_Pathways_2024	SUMOylation of Transcription Cofactors	4/44	2.382610e-02	2.864096e-01	0	0	3.923387e+00	1.466159e+01	CASP8AP2;PARK7;PPARGC1A;HIPK2
Reactome_Pathways_2024	p75NTR Regulates Axonogenesis	2/10	2.457569e-02	2.893913e-01	0	0	9.785141e+00	3.626371e+01	MCF2;RHOA
Reactome_Pathways_2024	Activation of PPARGC1A (PGC-1alpha) by Phosphorylation	2/10	2.457569e-02	2.893913e-01	0	0	9.785141e+00	3.626371e+01	PRKAB2;PPARGC1A
Reactome_Pathways_2024	Apoptosis	9/168	2.566583e-02	2.991754e-01	0	0	2.229681e+00	8.166420e+00	BCAP31;ARHGAP10;PPP3CC;GSN;DCC;PSMB1;RPS27A;YWHAH;MAPK3
Reactome_Pathways_2024	Attachment and Entry 9694614	3/26	2.635932e-02	3.004150e-01	0	0	5.111626e+00	1.858553e+01	NRP1;GPC5;GPC6
Reactome_Pathways_2024	Activation of HOX Genes During Differentiation	6/91	2.655315e-02	3.004150e-01	0	0	2.774232e+00	1.006660e+01	H2AZ2;MEIS1;HDAC3;POLR2B;RBBP5;RARB
Reactome_Pathways_2024	Activation of Anterior HOX Genes in Hindbrain Development During Early Embryogenesis	6/91	2.655315e-02	3.004150e-01	0	0	2.774232e+00	1.006660e+01	H2AZ2;MEIS1;HDAC3;POLR2B;RBBP5;RARB
Reactome_Pathways_2024	Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA)	3/27	2.911785e-02	3.216686e-01	0	0	4.898390e+00	1.732269e+01	BRIP1;RAD51C;DNA2
Reactome_Pathways_2024	Heme Signaling	4/47	2.954322e-02	3.216686e-01	0	0	3.649100e+00	1.285177e+01	HDAC3;PGRMC2;PPARGC1A;SIRT1
Reactome_Pathways_2024	RHO GTPases Activate KTN1	2/11	2.954668e-02	3.216686e-01	0	0	8.697456e+00	3.063056e+01	KLC2;RHOA
Reactome_Pathways_2024	Sodium Calcium Exchangers	2/11	2.954668e-02	3.216686e-01	0	0	8.697456e+00	3.063056e+01	SLC24A4;SRI
Reactome_Pathways_2024	Programmed Cell Death	10/202	3.107938e-02	3.326920e-01	0	0	2.052296e+00	7.123952e+00	BCAP31;SDCBP;ARHGAP10;PPP3CC;GSN;DCC;PSMB1;RPS27A;YWHAH;MAPK3
Reactome_Pathways_2024	Metabolism of Proteins	65/2067	3.113582e-02	3.326920e-01	0	0	1.306016e+00	4.531086e+00	RPL5;RPL30;GALNT13;NUP107;RPL32;RPLP1;PARK7;RPL8;NR3C2;RPS15;POLB;MRPL42;RPL7A;RPS14;RPS16;CDH2;RPL36AL;RPS13;PDK1;RPS12;NUP210;RPS7;RPL23;USP2;MRPL48;SPTB;SRP9;RHOA;SENP1;TPST2;KAT2B;MT-CO2;RPL26;HDAC3;RPL10;FECH;B3GLCT;FSTL1;THSD4;RPS15A;RBBP5;PSMB1;ST8SIA4;FEM1C;RPS27A;PPARGC1A;ATP5MG;RWDD1;CASP8AP2;GSN;SEC24A;SMAD3;EDEM1;ST8SIA3;RPA1;FBXL18;HIPK2;KBTBD6;CALU;FAU;CNTN4;RAB5A;RPS21;RPS24;RPS23
Reactome_Pathways_2024	Notch-HLH Transcription Pathway	3/28	3.202293e-02	3.390318e-01	0	0	4.702213e+00	1.618174e+01	KAT2B;HDAC3;HDAC9
Reactome_Pathways_2024	SUMOylation	9/176	3.321110e-02	3.484146e-01	0	0	2.121992e+00	7.225110e+00	CASP8AP2;NUP107;NUP210;RPA1;PARK7;PPARGC1A;NR3C2;SENP1;HIPK2
Reactome_Pathways_2024	Mitochondrial Biogenesis	6/97	3.481693e-02	3.581855e-01	0	0	2.590515e+00	8.698046e+00	PRKAB2;ACSS2;HDAC3;ATP5MG;PPARGC1A;ATP5F1E
Reactome_Pathways_2024	Ethanol Oxidation	2/12	3.487854e-02	3.581855e-01	0	0	7.827309e+00	2.626754e+01	ACSS2;ALDH1A1
Reactome_Pathways_2024	EGR2 and SOX10-mediated Initiation of Schwann Cell Myelination	3/29	3.507363e-02	3.581855e-01	0	0	4.521127e+00	1.514716e+01	NAB1;UTRN;POU3F2
Reactome_Pathways_2024	RHOC GTPase Cycle	5/74	3.775129e-02	3.788260e-01	0	0	2.844532e+00	9.320780e+00	ACBD5;ABCD3;MCF2;RHOA;TMPO
Reactome_Pathways_2024	Signaling by NOTCH1	5/74	3.775129e-02	3.788260e-01	0	0	2.844532e+00	9.320780e+00	TLE4;KAT2B;HDAC3;RPS27A;HDAC9
Reactome_Pathways_2024	HSF1 Activation	3/30	3.826876e-02	3.807081e-01	0	0	4.353454e+00	1.420585e+01	HSPH1;DNAJB6;RPA1
Reactome_Pathways_2024	Transcriptional Regulation by Small RNAs	5/75	3.965117e-02	3.903732e-01	0	0	2.803752e+00	9.049487e+00	H2AZ2;NUP107;NUP210;POLR2B;RAN
Reactome_Pathways_2024	Downregulation of ERBB2 ERBB3 Signaling	2/13	4.055020e-02	3.903732e-01	0	0	7.115371e+00	2.280629e+01	NRG1;RPS27A
Reactome_Pathways_2024	CDC42 GTPase Cycle	8/155	4.127099e-02	3.903732e-01	0	0	2.140700e+00	6.823686e+00	GNA13;TIAM1;ARHGAP10;RASGRF2;MCF2;CDC42EP3;ARHGAP24;TMPO
Reactome_Pathways_2024	Infectious Disease	43/1311	4.158797e-02	3.903732e-01	0	0	1.352905e+00	4.302163e+00	RPL5;NRP1;RPL30;HDAC3;NUP107;RPL10;RPL32;RPLP1;GTF2B;RPL8;RPS15;RPL7A;RPS14;RPS15A;RPS16;POLR2B;RPL36AL;PSMB1;AP1S2;GPC5;RPS27A;WASF2;GPC6;RPS13;RPS12;YWHAH;MAPK3;BCAP31;SEC24A;SMAD3;NUP210;RPS7;RPL23;ANO6;GTF2H3;GEMIN5;RPL26;FAU;RAB5A;RPS21;RAN;RPS24;RPS23
Reactome_Pathways_2024	Downregulation of SMAD2 3 SMAD4 Transcriptional Activity	3/31	4.160691e-02	3.903732e-01	0	0	4.197758e+00	1.334673e+01	SMAD3;RPS27A;MAPK3
Reactome_Pathways_2024	FOXO-mediated Transcription of Oxidative Stress, Metabolic and Neuronal Genes	3/31	4.160691e-02	3.903732e-01	0	0	4.197758e+00	1.334673e+01	SMAD3;PPARGC1A;FOXO1
Reactome_Pathways_2024	Cell Death Signalling via NRAGE, NRIF and NADE	5/76	4.160823e-02	3.903732e-01	0	0	2.764120e+00	8.788402e+00	GNA13;TIAM1;RASGRF2;MCF2;RPS27A
Reactome_Pathways_2024	Nuclear Envelope Breakdown	4/53	4.321791e-02	3.949175e-01	0	0	3.201284e+00	1.005683e+01	NUP107;NUP210;NEK7;TMPO
Reactome_Pathways_2024	G2 M DNA Damage Checkpoint	5/77	4.362270e-02	3.949175e-01	0	0	2.725589e+00	8.537030e+00	BRIP1;RPA1;TOPBP1;DNA2;YWHAH
Reactome_Pathways_2024	Death Receptor Signaling	8/157	4.394937e-02	3.949175e-01	0	0	2.111748e+00	6.598614e+00	GNA13;TIAM1;HDAC3;RASGRF2;MCF2;USP2;RPS27A;RHOA
Reactome_Pathways_2024	Respiratory Syncytial Virus (RSV) Attachment and Entry	3/32	4.508647e-02	3.949175e-01	0	0	4.052800e+00	1.256033e+01	GPC5;GPC6;RAB5A
Reactome_Pathways_2024	snRNP Assembly	4/54	4.578984e-02	3.949175e-01	0	0	3.137097e+00	9.673843e+00	NUP107;NUP210;GEMIN5;PHAX
Reactome_Pathways_2024	Metabolism of Non-Coding RNA	4/54	4.578984e-02	3.949175e-01	0	0	3.137097e+00	9.673843e+00	NUP107;NUP210;GEMIN5;PHAX
Reactome_Pathways_2024	Defective EXT1 Causes Exostoses 1, TRPS2 and CHDS	2/14	4.654140e-02	3.949175e-01	0	0	6.522088e+00	2.000594e+01	GPC5;GPC6
Reactome_Pathways_2024	Defective EXT2 Causes Exostoses 2	2/14	4.654140e-02	3.949175e-01	0	0	6.522088e+00	2.000594e+01	GPC5;GPC6
Reactome_Pathways_2024	Glycogen Synthesis	2/14	4.654140e-02	3.949175e-01	0	0	6.522088e+00	2.000594e+01	GBE1;RPS27A
Reactome_Pathways_2024	Heme Biosynthesis	2/14	4.654140e-02	3.949175e-01	0	0	6.522088e+00	2.000594e+01	FECH;FLVCR1
Reactome_Pathways_2024	Physiological Factors	2/14	4.654140e-02	3.949175e-01	0	0	6.522088e+00	2.000594e+01	KAT2B;HIPK2
Reactome_Pathways_2024	Removal of the Flap Intermediate	2/14	4.654140e-02	3.949175e-01	0	0	6.522088e+00	2.000594e+01	RPA1;DNA2
Reactome_Pathways_2024	Repression of WNT Target Genes	2/14	4.654140e-02	3.949175e-01	0	0	6.522088e+00	2.000594e+01	TLE4;CTBP2
Reactome_Pathways_2024	PCP CE Pathway	5/79	4.782453e-02	4.028432e-01	0	0	2.651652e+00	8.061595e+00	SMURF1;PSMB1;FZD6;RPS27A;RHOA
Reactome_Pathways_2024	Signaling by TGFB Family Members	8/161	4.964372e-02	4.074760e-01	0	0	2.056114e+00	6.174269e+00	SMAD3;SMURF1;PMEPA1;STRAP;RPS27A;FSTL1;RHOA;MAPK3
Reactome_Pathways_2024	G Alpha (12 13) Signalling Events	5/80	5.001217e-02	4.074760e-01	0	0	2.616162e+00	7.836683e+00	GNA13;TIAM1;RASGRF2;MCF2;RHOA
Reactome_Pathways_2024	MAPK6 MAPK4 Signaling	5/80	5.001217e-02	4.074760e-01	0	0	2.616162e+00	7.836683e+00	CDC42EP3;PSMB1;MAPKAPK5;RPS27A;FOXO1
Reactome_Pathways_2024	Processing of DNA Double-Strand Break Ends	5/80	5.001217e-02	4.074760e-01	0	0	2.616162e+00	7.836683e+00	BRIP1;RPA1;TOPBP1;DNA2;RPS27A
Reactome_Pathways_2024	Disease	65/2131	5.264631e-02	4.074760e-01	0	0	1.260930e+00	3.712377e+00	RPL5;NRP1;RPL30;NUP107;RPL32;RPLP1;GTF2B;GBE1;RPL8;RPS15;RPL7A;RPS14;RPS16;RPL36AL;AP1S2;TOPBP1;RPS13;RPS12;YWHAH;NUP210;RPS7;KSR1;RPL23;NRG1;ANO6;CYP7B1;TPST2;KAT2B;RAD51C;GEMIN5;RPL26;DNA2;ANAPC1;SLC24A4;HDAC3;RPL10;CTBP2;B3GLCT;HDAC9;FOXO1;THSD4;BRIP1;RPS15A;CUX1;POLR2B;PSMB1;GPC5;RPS27A;WASF2;GPC6;MAPK3;BCAP31;H2AZ2;SEC24A;SMAD3;FZD6;RPA1;GTF2H3;KITLG;FAU;RAB5A;RPS21;RAN;RPS24;RPS23
Reactome_Pathways_2024	YAP1- and WWTR1 (TAZ)-stimulated Gene Expression	2/15	5.283270e-02	4.074760e-01	0	0	6.020080e+00	1.770280e+01	KAT2B;HIPK2
Reactome_Pathways_2024	Activation of BAD and Translocation to Mitochondria	2/15	5.283270e-02	4.074760e-01	0	0	6.020080e+00	1.770280e+01	PPP3CC;YWHAH
Reactome_Pathways_2024	ERBB2 Regulates Cell Motility	2/15	5.283270e-02	4.074760e-01	0	0	6.020080e+00	1.770280e+01	NRG1;RHOA
Reactome_Pathways_2024	Processive Synthesis on the Lagging Strand	2/15	5.283270e-02	4.074760e-01	0	0	6.020080e+00	1.770280e+01	RPA1;DNA2
Reactome_Pathways_2024	MAPK Family Signaling Cascades	13/314	5.308368e-02	4.074760e-01	0	0	1.702654e+00	4.998799e+00	KSR1;RASGRF2;GFRA1;NRG1;SPTB;FOXO1;KITLG;CDC42EP3;PSMB1;MAPKAPK5;RPS27A;MAPK3;PTPN3
Reactome_Pathways_2024	Signal Transduction	78/2613	5.344144e-02	4.074760e-01	0	0	1.236967e+00	3.623285e+00	NRP1;VIPR2;WNT2B;NUP107;ABCD3;NAB1;RASGRF2;OSBPL11;IFT52;EDNRA;EDNRB;PPP3CC;PMEPA1;TMPO;PDK1;NDEL1;YWHAH;TLE4;PRKAB2;ANXA1;ATP6V0E1;ATP6AP1;KSR1;TMOD3;USP2;IQCE;NRG1;GFRA1;SPTB;RHOA;SENP1;KAT2B;ARHGAP10;TIAM1;CDC42EP3;ALDH1A1;RARB;STRAP;MAPKAPK5;PPID;FKBP5;HDAC3;CTBP2;FSTL1;HDAC9;FOXO1;RHOBTB1;TRAK2;GNA13;KLC2;PGRMC2;RBBP5;POLR2B;PSMB1;GPC5;RPS27A;WASF2;MAPK3;BCAP31;H2AZ2;ACBD5;SMAD3;SMURF1;MCF2;FZD6;CCK;ARHGAP24;MOB1B;ADCY10;MOB1A;KITLG;PDE10A;COL5A1;ID2;MKRN1;PDE3A;RBMX;PTPN3
Reactome_Pathways_2024	MITF-M-regulated Melanocyte Development	7/136	5.487435e-02	4.074760e-01	0	0	2.132129e+00	6.188950e+00	KITLG;EDNRB;ATP6V0E1;POU3F2;PPARGC1A;SIRT1;MAPK3
Reactome_Pathways_2024	Signaling by Hedgehog	7/136	5.487435e-02	4.074760e-01	0	0	2.132129e+00	6.188950e+00	ADCY10;IFT52;SMURF1;PSMB1;IQCE;GPC5;RPS27A
Reactome_Pathways_2024	Nuclear Import of Rev Protein	3/35	5.635457e-02	4.074760e-01	0	0	3.672284e+00	1.056183e+01	NUP107;NUP210;RAN
Reactome_Pathways_2024	RHOBTB GTPase Cycle	3/35	5.635457e-02	4.074760e-01	0	0	3.672284e+00	1.056183e+01	TMOD3;RBMX;RHOBTB1
Reactome_Pathways_2024	Resolution of D-loop Structures Through Holliday Junction Intermediates	3/35	5.635457e-02	4.074760e-01	0	0	3.672284e+00	1.056183e+01	BRIP1;RAD51C;DNA2
Reactome_Pathways_2024	G2 M Checkpoints	7/137	5.664770e-02	4.074760e-01	0	0	2.115619e+00	6.073738e+00	BRIP1;PSMB1;RPA1;DNA2;TOPBP1;RPS27A;YWHAH
Reactome_Pathways_2024	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	4/58	5.691072e-02	4.074760e-01	0	0	2.904122e+00	8.324002e+00	KAT2B;HDAC3;RPS27A;HDAC9
Reactome_Pathways_2024	Constitutive Signaling by NOTCH1 PEST Domain Mutants	4/58	5.691072e-02	4.074760e-01	0	0	2.904122e+00	8.324002e+00	KAT2B;HDAC3;RPS27A;HDAC9
Reactome_Pathways_2024	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	4/58	5.691072e-02	4.074760e-01	0	0	2.904122e+00	8.324002e+00	KAT2B;HDAC3;RPS27A;HDAC9
Reactome_Pathways_2024	Signaling by NOTCH1 PEST Domain Mutants in Cancer	4/58	5.691072e-02	4.074760e-01	0	0	2.904122e+00	8.324002e+00	KAT2B;HDAC3;RPS27A;HDAC9
Reactome_Pathways_2024	Signaling by NOTCH1 in Cancer	4/58	5.691072e-02	4.074760e-01	0	0	2.904122e+00	8.324002e+00	KAT2B;HDAC3;RPS27A;HDAC9
Reactome_Pathways_2024	CRMPs in Sema3A Signaling	2/16	5.940541e-02	4.074760e-01	0	0	5.589788e+00	1.578204e+01	NRP1;DPYSL3
Reactome_Pathways_2024	Glycogen Storage Diseases	2/16	5.940541e-02	4.074760e-01	0	0	5.589788e+00	1.578204e+01	GBE1;RPS27A
Reactome_Pathways_2024	Spry Regulation of FGF Signaling	2/16	5.940541e-02	4.074760e-01	0	0	5.589788e+00	1.578204e+01	RPS27A;MAPK3
Reactome_Pathways_2024	Translesion Synthesis by REV1	2/16	5.940541e-02	4.074760e-01	0	0	5.589788e+00	1.578204e+01	RPA1;RPS27A
Reactome_Pathways_2024	NRAGE Signals Death Through JNK	4/59	5.989758e-02	4.074760e-01	0	0	2.851173e+00	8.026392e+00	GNA13;TIAM1;RASGRF2;MCF2
Reactome_Pathways_2024	Regulation of RUNX2 Expression and Activity	4/59	5.989758e-02	4.074760e-01	0	0	2.851173e+00	8.026392e+00	SMURF1;PSMB1;RPS27A;PPARGC1A
Reactome_Pathways_2024	Cell Cycle	23/649	5.992589e-02	4.074760e-01	0	0	1.453781e+00	4.091881e+00	H2AZ2;CEP135;NUP107;NUP210;NEK7;RPA1;FBXL18;MZT2B;SYCE1;BRIP1;RAD51C;STAG3;POLR2B;PSMB1;DNA2;TOPBP1;RPS27A;RAN;ANAPC1;TMPO;NDEL1;YWHAH;MAPK3
Reactome_Pathways_2024	Mitotic Prophase	6/111	6.001852e-02	4.074760e-01	0	0	2.243493e+00	6.311176e+00	H2AZ2;NUP107;NUP210;NEK7;TMPO;MAPK3
Reactome_Pathways_2024	Nuclear Pore Complex (NPC) Disassembly	3/36	6.037989e-02	4.074760e-01	0	0	3.560819e+00	9.995574e+00	NUP107;NUP210;NEK7
Reactome_Pathways_2024	Resolution of D-Loop Structures	3/36	6.037989e-02	4.074760e-01	0	0	3.560819e+00	9.995574e+00	BRIP1;RAD51C;DNA2
Reactome_Pathways_2024	Rev-mediated Nuclear Export of HIV RNA	3/36	6.037989e-02	4.074760e-01	0	0	3.560819e+00	9.995574e+00	NUP107;NUP210;RAN
Reactome_Pathways_2024	SMAD2 SMAD3 SMAD4 Heterotrimer Regulates Transcription	3/36	6.037989e-02	4.074760e-01	0	0	3.560819e+00	9.995574e+00	SMAD3;RPS27A;MAPK3
Reactome_Pathways_2024	SUMO E3 Ligases SUMOylate Target Proteins	8/170	6.414152e-02	4.292752e-01	0	0	1.940982e+00	5.331223e+00	CASP8AP2;NUP107;NUP210;RPA1;PARK7;PPARGC1A;NR3C2;HIPK2
Reactome_Pathways_2024	Transcriptional Regulation by RUNX3	5/86	6.435409e-02	4.292752e-01	0	0	2.421624e+00	6.643373e+00	KAT2B;SMAD3;SMURF1;PSMB1;RPS27A
Reactome_Pathways_2024	Gamma Carboxylation, Hypusinylation, Hydroxylation, and Arylsulfatase Activation	4/61	6.611592e-02	4.294539e-01	0	0	2.750849e+00	7.472257e+00	TPST2;RWDD1;RPL8;RPS23
Reactome_Pathways_2024	Removal of the Flap Intermediate From the C-strand	2/17	6.624159e-02	4.294539e-01	0	0	5.216867e+00	1.416091e+01	RPA1;DNA2
Reactome_Pathways_2024	Signaling by Activin	2/17	6.624159e-02	4.294539e-01	0	0	5.216867e+00	1.416091e+01	SMAD3;MAPK3
Reactome_Pathways_2024	Translesion Synthesis by POLI	2/17	6.624159e-02	4.294539e-01	0	0	5.216867e+00	1.416091e+01	RPA1;RPS27A
Reactome_Pathways_2024	Translesion Synthesis by POLK	2/17	6.624159e-02	4.294539e-01	0	0	5.216867e+00	1.416091e+01	RPA1;RPS27A
Reactome_Pathways_2024	rRNA Processing in the Mitochondrion	3/38	6.881999e-02	4.387749e-01	0	0	3.356999e+00	8.984206e+00	MT-CO2;MT-CYB;MT-ND3
Reactome_Pathways_2024	Interactions of Rev With Host Cellular Proteins	3/38	6.881999e-02	4.387749e-01	0	0	3.356999e+00	8.984206e+00	NUP107;NUP210;RAN
Reactome_Pathways_2024	NEP NS2 Interacts With the Cellular Export Machinery	3/38	6.881999e-02	4.387749e-01	0	0	3.356999e+00	8.984206e+00	NUP107;NUP210;RAN
Reactome_Pathways_2024	Gap-filling DNA Repair Synthesis and Ligation in TC-NER	4/62	6.934619e-02	4.388757e-01	0	0	2.703281e+00	7.214096e+00	POLR2B;RPA1;RPS27A;GTF2H3
Reactome_Pathways_2024	RAC2 GTPase Cycle	5/88	6.959641e-02	4.388757e-01	0	0	2.363028e+00	6.297569e+00	TIAM1;PGRMC2;MCF2;WASF2;TMPO
Reactome_Pathways_2024	HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	6/116	7.109726e-02	4.407079e-01	0	0	2.140964e+00	5.660081e+00	BRIP1;RAD51C;RPA1;DNA2;TOPBP1;RPS27A
Reactome_Pathways_2024	Transcriptional Regulation by TP53	14/362	7.199003e-02	4.407079e-01	0	0	1.585355e+00	4.171431e+00	PRKAB2;GSR;USP2;RPA1;GTF2H3;HIPK2;BRIP1;POLR2B;MT-CO2;MAPKAPK5;DNA2;TOPBP1;RPS27A;YWHAH
Reactome_Pathways_2024	Late Phase of HIV Life Cycle	7/145	7.210685e-02	4.407079e-01	0	0	1.992151e+00	5.238573e+00	NUP107;NUP210;POLR2B;GTF2B;RPS27A;GTF2H3;RAN
Reactome_Pathways_2024	Meiosis	5/89	7.230344e-02	4.407079e-01	0	0	2.334776e+00	6.133185e+00	H2AZ2;SYCE1;RAD51C;STAG3;RPA1
Reactome_Pathways_2024	Dual Incision in TC-NER	4/63	7.265625e-02	4.407079e-01	0	0	2.657326e+00	6.967552e+00	POLR2B;RPA1;RPS27A;GTF2H3
Reactome_Pathways_2024	Export of Viral Ribonucleoproteins From Nucleus	3/39	7.322951e-02	4.407079e-01	0	0	3.263581e+00	8.531514e+00	NUP107;NUP210;RAN
Reactome_Pathways_2024	Response of Mtb to Phagocytosis	3/39	7.322951e-02	4.407079e-01	0	0	3.263581e+00	8.531514e+00	RPS27A;RAB5A;MAPK3
Reactome_Pathways_2024	ABC Transporters in Lipid Homeostasis	2/18	7.332402e-02	4.407079e-01	0	0	4.890562e+00	1.277839e+01	ABCD2;ABCD3
Reactome_Pathways_2024	Prevention of Phagosomal-Lysosomal Fusion	2/18	7.332402e-02	4.407079e-01	0	0	4.890562e+00	1.277839e+01	RPS27A;RAB5A
Reactome_Pathways_2024	tRNA Processing	7/146	7.419886e-02	4.436554e-01	0	0	1.977717e+00	5.144054e+00	NUP107;NUP210;TRMT13;MT-CO2;MT-CYB;MT-ND3;RAN
Reactome_Pathways_2024	ABC-family Proteins Mediated Transport	5/90	7.506740e-02	4.465349e-01	0	0	2.307190e+00	5.974165e+00	ABCD2;ABCD3;ABCB10;PSMB1;RPS27A
Reactome_Pathways_2024	Semaphorin Interactions	4/64	7.604536e-02	4.500325e-01	0	0	2.612903e+00	6.731950e+00	NRP1;SEMA6D;DPYSL3;RHOA
Reactome_Pathways_2024	Regulation of Apoptosis	3/40	7.776166e-02	4.578416e-01	0	0	3.175213e+00	8.109834e+00	ARHGAP10;PSMB1;RPS27A
Reactome_Pathways_2024	Processive Synthesis on the C-strand of the Telomere	2/19	8.063617e-02	4.676088e-01	0	0	4.602646e+00	1.158858e+01	RPA1;DNA2
Reactome_Pathways_2024	SARS-CoV-1 Targets Host Intracellular Signalling and Regulatory Pathways	2/19	8.063617e-02	4.676088e-01	0	0	4.602646e+00	1.158858e+01	SMAD3;YWHAH
Reactome_Pathways_2024	Translesion Synthesis by POLH	2/19	8.063617e-02	4.676088e-01	0	0	4.602646e+00	1.158858e+01	RPA1;RPS27A
Reactome_Pathways_2024	Dual Incision in GG-NER	3/41	8.241355e-02	4.710146e-01	0	0	3.091496e+00	7.716392e+00	RPA1;RPS27A;GTF2H3
Reactome_Pathways_2024	Signaling by Retinoic Acid	3/41	8.241355e-02	4.710146e-01	0	0	3.091496e+00	7.716392e+00	ALDH1A1;RARB;PDK1
Reactome_Pathways_2024	Homology Directed Repair	6/122	8.584005e-02	4.710146e-01	0	0	2.029597e+00	4.983207e+00	BRIP1;RAD51C;RPA1;DNA2;TOPBP1;RPS27A
Reactome_Pathways_2024	Collagen Biosynthesis and Modifying Enzymes	4/67	8.667837e-02	4.710146e-01	0	0	2.488095e+00	6.084764e+00	COL5A1;COL14A1;COL23A1;PLOD2
Reactome_Pathways_2024	Oxidative Stress Induced Senescence	5/94	8.668636e-02	4.710146e-01	0	0	2.203042e+00	5.387447e+00	H2AZ2;MINK1;MAPKAPK5;RPS27A;MAPK3
Reactome_Pathways_2024	RAC3 GTPase Cycle	5/94	8.668636e-02	4.710146e-01	0	0	2.203042e+00	5.387447e+00	TIAM1;PGRMC2;MCF2;WASF2;TMPO
Reactome_Pathways_2024	tRNA Processing in the Mitochondrion	3/42	8.718223e-02	4.710146e-01	0	0	3.012072e+00	7.348718e+00	MT-CO2;MT-CYB;MT-ND3
Reactome_Pathways_2024	Deactivation of the Beta-Catenin Transactivating Complex	3/42	8.718223e-02	4.710146e-01	0	0	3.012072e+00	7.348718e+00	TLE4;RBBP5;RPS27A
Reactome_Pathways_2024	FBXL7 Down-Regulates AURKA During Mitotic Entry and in Early Mitosis	3/42	8.718223e-02	4.710146e-01	0	0	3.012072e+00	7.348718e+00	PSMB1;FBXL18;RPS27A
Reactome_Pathways_2024	Transport of Mature mRNA Derived From an Intronless Transcript	3/42	8.718223e-02	4.710146e-01	0	0	3.012072e+00	7.348718e+00	NUP107;NUP210;CPSF2
Reactome_Pathways_2024	Defective B3GALT6 Causes EDSP2 and SEMDJL1	2/20	8.816218e-02	4.710146e-01	0	0	4.346720e+00	1.055635e+01	GPC5;GPC6
Reactome_Pathways_2024	Defective B3GAT3 Causes JDSSDHD	2/20	8.816218e-02	4.710146e-01	0	0	4.346720e+00	1.055635e+01	GPC5;GPC6
Reactome_Pathways_2024	Defective B4GALT7 Causes EDS, Progeroid Type	2/20	8.816218e-02	4.710146e-01	0	0	4.346720e+00	1.055635e+01	GPC5;GPC6
Reactome_Pathways_2024	Formation of ATP by Chemiosmotic Coupling	2/20	8.816218e-02	4.710146e-01	0	0	4.346720e+00	1.055635e+01	ATP5MG;ATP5F1E
Reactome_Pathways_2024	Lagging Strand Synthesis	2/20	8.816218e-02	4.710146e-01	0	0	4.346720e+00	1.055635e+01	RPA1;DNA2
